Year,Round,Pick,Player,Pos,HT,WT,Age,Pre-Draft Team,Class,Draft Trades,YOS,nba_id,origin_country,played_until_year,is_defunct,plays_for,awards
1967,8,80,Ed Manning,F,6-7,210.0,23.0,Jackson State,Sr,,4,77454.0,US,1970.0,0.0,WAS,
1967,9,92,Robert Allen,,,,,Arkansas-Monticello,Sr,,0,,,,,,
1967,10,103,Bill Gillespie,,,,,Montana State,Sr,,0,,,,,,
1967,11,114,Bubba Smith,PF,6-7,265.0,22.0,Michigan State,Sr,,0,,,,,,
1967,12,124,Tony Eaton,,,,,Texas-RGV,Sr,,0,,,,,,
1967,13,134,Lyn Burkholder,,,,,South Carolina,Sr,,0,,,,,,
1967,14,142,Paul Mickey,,,,,Penn State,Sr,,0,,,,,,
1967,15,148,Rich Peek,C,6-11,230.0,23.0,Louisiana Tech,Sr,,0,,,,,,
1967,16,153,Gary Williams,,,,,Oklahoma,Sr,,0,,,,,,
1967,17,157,Loy Petersen,SG,6-5,205.0,21.0,Oregon State,Jr,,2,,,,,,
1967,18,160,Jerry Southwood,,,,,Vanderbilt,Sr,,0,,,,,,
1967,19,161,George Spencer,,,,,Washington,Sr,,0,,,,,,
1966,8,73,Roland West,GF,6-4,178.0,21.0,Cincinnati,Jr,,1,,,,,,
1966,1,5,Jack Marin,GF,6-7,200.0,21.0,Duke,Sr,,11,77463.0,US,1976.0,0.0,WAS,
1966,3,25,Dave Wagnon,G,6-2,,,Idaho State,Sr,,0,,,,,,
1966,4,35,George Peeples,F,6-8,190.0,22.0,Iowa,Sr,,0,,,,,,
1966,5,45,John Beasley,FC,6-9,225.0,22.0,Texas A&M,Sr,,0,,,,,,
1966,5,46,John Jones,,,,,LSU,Sr,,0,,,,,,
1966,6,55,Jeff Newman,,,,,Pennsylvania,Sr,,0,,,,,,
1966,7,64,Dave Mills,,,,,DePaul,Sr,,0,,,,,,
1966,9,80,Chuck Gardner,,,,21.0,Colorado,Sr,,0,,,,,,
1966,10,87,Guy Manning,SG,6-6,195.0,22.0,Prairie View A&M,Sr,,0,,,,,,
1966,11,94,Stan McKenzie,GF,6-5,195.0,21.0,NYU,Sr,,7,77543.0,US,1973.0,0.0,POR,
1966,12,100,Grant Simmons,SG,6-3,190.0,23.0,Nebraska,Sr,,0,,,,,,
1966,13,103,Al Lopes,G,6-5,180.0,,Kansas,Sr,,0,,,,,,
1966,14,105,Jim Harter,C,6-9,,,Texas-RGV,Sr,,0,,,,,,
1966,15,107,Howard Bayne,F,6-6,235.0,23.0,Tennessee,Sr,,0,,,,,,
1966,16,109,Ken Barnes,,,,,Wisconsin,Sr,,0,,,,,,
1966,17,110,Chris Pervall,,,,,Iowa,Sr,,0,,,,,,
1966,18,111,Jerry Trice,,,,,Weber State,Sr,,0,,,,,,
1966,19,112,Gene Visscher,,,,,Weber State,Sr,,0,,,,,,
1964,3,19,Jerry Sloan,GF,6-5,195.0,22.0,Evansville,Jr,,11,,,,,,
1965,2,12,Tal Brody,G,6-2,175.0,21.0,Illinois,Sr,,0,,,,,,
1965,3,21,Joe Newton,F,6-7,,,Auburn,Sr,,0,,,,,,
1965,4,30,Skip Thoren,C,6-10,230.0,22.0,Illinois,Sr,,0,,,,,,
1965,5,39,Charles Dinkens,F,,,,Miami (OH),Sr,,0,,,,,,
1965,6,48,Lavonne LeFlore,,,,,Jackson State,Sr,,0,,,,,,
1965,7,56,Willie Somerset,PG,5-8,170.0,23.0,Duquesne,Sr,,1,78219.0,US,1965.0,0.0,WAS,
1965,8,64,Jim Murphy,,,,,DePaul,Sr,,0,,,,,,
1965,9,70,John Wendelkin,,,,,Holy Cross,Sr,,0,,,,,,
1965,10,76,Bogie Redmon,GF,6-5,225.0,,Illinois,Sr,,0,,,,,,
1965,11,82,Thales McReynolds,G,6-3,185.0,21.0,Miles College,Sr,,1,77566.0,US,1965.0,0.0,WAS,
1965,12,88,Walt Sahm,,,,,Notre Dame,Sr,,0,,,,,,
1965,13,93,Joe Ramsey,,,,,Southern Illinois,Sr,,0,,,,,,
1965,14,97,Jerry Rook,GF,6-5,219.0,21.0,Arkansas State,Sr,,0,,,,,,
1965,15,101,Dave Hicks,,,,,,,,0,,,,,,
1965,16,105,Bunk Adams,,,,,Ohio,Sr,,0,,,,,,
1965,17,109,Roger Taylor,G,6-0,170.0,,Illinois,Sr,,0,,,,,,
1964,1,3,Gary Bradds,C,6-8,210.0,21.0,Ohio State,Sr,,2,76227.0,US,1965.0,0.0,WAS,
1964,4,28,Pete Spoden,F,6-6,225.0,23.0,Northern Iowa,Sr,,0,,,,,,
1964,5,37,Bennie Lennox,,,,,Texas A&M,Sr,,0,,,,,,
1964,6,46,Bobby Joe Edmonds,SF,6-6,220.0,23.0,Tennessee State,Sr,,0,,,,,,
1964,7,55,Ron Miller,G,6-2,,,Loyola (IL),Sr,,0,,,,,,
1964,8,64,Danny Schultz,,,,,Tennessee,Sr,,0,,,,,,
1964,9,72,Tom Black,C,6-10,220.0,22.0,South Dakota State,Sr,,1,76175.0,US,1970.0,0.0,OKC,
1964,10,79,Bill Kusleika,,,,,Tulsa,Sr,,0,,,,,,
1964,11,86,Fred Glover,,,,,Winston-Salem State,Sr,,0,,,,,,
1964,12,90,Frank Kamiaski,,,,,Randolph-Macon,Sr,,0,,,,,,
1964,13,94,Doug Moon,G,,,,Utah,Sr,,0,,,,,,
1964,14,96,Pete Gent,FC,6-4,205.0,21.0,Michigan State,Sr,,0,,,,,,
1964,15,98,Sandy Williams,,,,,St. Francis (PA),Sr,,0,,,,,,
1963,1,2,Rod Thorn,G,6-4,195.0,21.0,West Virginia,Sr,,8,78335.0,US,1970.0,0.0,OKC,
1963,2,10,Gus Johnson,FC,6-6,230.0,24.0,Idaho,Sr,,10,77150.0,US,1972.0,0.0,WAS,
1963,3,19,Tom Bolyard,G,6-4,195.0,,Indiana,Sr,,0,,,,,,
1963,4,28,Nolen Ellison,G,6-1,185.0,,Kansas,Sr,,0,,,,,,
1963,5,37,Ron Glaser,G,6-3,180.0,,Marquette,Sr,,0,,,,,,
1963,6,46,Ken Siebel,G,6-4,195.0,,Wisconsin,Sr,,0,,,,,,
1963,7,55,Larry Brown,G,5-9,160.0,22.0,North Carolina,Sr,,0,,,,,,
1963,8,64,Dick Riesback,,,,,Iowa State,Sr,,0,,,,,,
1963,9,69,Ron Jackson,,,,,Wisconsin,Sr,,0,,,,,,
1963,10,74,M.C. Thompson,,,,,DePaul,Sr,,0,,,,,,
1962,1,1,Bill McGill,FC,6-9,225.0,22.0,Utah,Sr,,5,77531.0,US,1964.0,0.0,NYK,
1962,2,8,Terry Dischinger,GF,6-7,189.0,21.0,Purdue,Sr,,9,76577.0,US,1972.0,0.0,DET,
1962,3,17,Don Nelson,F,6-6,210.0,21.0,Iowa,Sr,,14,77700.0,US,1975.0,0.0,BOS,
1962,5,35,Cornell Green,,,,22.0,Utah State,Sr,,0,,,,,,
1962,6,44,Bill Hanson,C,,,,Washington,Sr,,0,,,,,,
1962,7,53,Jack Ardon,,,,,Tulane,Sr,,0,,,,,,
1962,8,61,Larry Pursiful,G,6-1,165.0,,Kentucky,Sr,,0,,,,,,
1962,9,70,Carroll Broussard,,,,,Texas A&M,Sr,,0,,,,,,
1962,10,79,Pete Campbell,,,,,Princeton,Sr,,0,,,,,,
1962,11,85,Jeff Slade,F,6-6,220.0,21.0,Kenyon College,Sr,,1,78170.0,US,1962.0,0.0,WAS,
1962,12,90,Mel Nowell,G,6-2,170.0,22.0,Ohio State,Sr,,1,77737.0,US,1962.0,0.0,WAS,
1962,13,93,Tom Kennedy,,,,,Lewis,Sr,,0,,,,,,
1962,14,95,Bob Mahland,,,,,Williams College,Sr,,0,,,,,,
1962,15,97,Pat McKenzie,,,,,Kansas State,Sr,,0,,,,,,
1962,16,99,Norman Majors,,,,,Rockhurst,Sr,,0,,,,,,
1961,1,1,Walt Bellamy,C,6-11,225.0,21.0,Indiana,Sr,,14,76144.0,US,1974.0,0.0,ATL,
1961,2,18,Jack Turner,F,6-5,220.0,21.0,Louisville,Sr,,1,78382.0,US,1961.0,0.0,WAS,
1961,2,19,Jerry Graves,F,6-6,190.0,,Mississippi State,Sr,,0,,,,,,
1961,2,20,York Larese,G,6-4,190.0,22.0,North Carolina,Jr,,1,77339.0,US,1961.0,0.0,GSW,
1961,2,21,Don Kojis,SF,6-3,202.0,22.0,Marquette,Sr,,12,77295.0,US,1974.0,0.0,HOU,
1961,2,22,Doug Moe,F,6-6,219.0,22.0,North Carolina,Jr,,0,,,,,,
1961,2,23,Jeff Cohen,F,6-7,225.0,21.0,William & Mary,Sr,,0,,,,,,
1961,3,32,Bill Bridges,FC,6-6,228.0,21.0,Kansas,Sr,CHI to STH,13,76253.0,US,1974.0,0.0,ATL,
1961,4,41,Roger Kaiser,G,6-1,190.0,,Georgia Tech,Sr,,0,,,,,,
1961,5,50,Howie Carl,PG,5-9,160.0,22.0,DePaul,Sr,,1,76340.0,US,1961.0,0.0,WAS,
1961,6,59,Dave Voss,,,,,Tulsa,Sr,,0,,,,,,
1961,7,68,Ron Heller,F,6-7,,,Wichita State,Sr,,0,,,,,,
1961,8,76,John Wessels,C,6-7,210.0,,Illinois,Sr,,0,,,,,,
1961,9,83,Steve Strange,,,,,Southern Methodist,Sr,,0,,,,,,
1961,10,91,Larry Comley,F,6-5,210.0,21.0,Kansas State,Sr,,0,76427.0,US,1963.0,0.0,WAS,
