Year,Round,Pick,Player,Pos,HT,WT,Age,Pre-Draft Team,Class,Draft Trades,YOS,nba_id,origin_country,played_until_year,is_defunct,plays_for
1967,12,126,Ron Widby,,,,22.0,Tennessee,Sr,,0,,,,,
1967,13,136,Tom Storm,,,,,Montana State,Sr,,0,,,,,
1967,14,143,Don Whitehead,,,,,Erskine,Sr,,0,,,,,
1967,15,149,Jim Garza,,,,,Detroit Tech,Sr,,0,,,,,
1967,16,154,Jimmy Dawson,PG,6-0,175.0,22.0,Illinois,Sr,,0,,,,,
1966,1,10,Dave Schellhase,PG,6-3,205.0,21.0,Purdue,Sr,,2,78081.0,US,1967,0.0,CHI
1966,2,20,Erwin Mueller,FC,6-8,230.0,22.0,San Francisco,Sr,,7,77658.0,US,1972,0.0,DET
1966,3,30,Ed Bodkin,F,6-7,,,Eastern Kentucky,Sr,,0,,,,,
1966,4,40,Jim Williams,F,6-8,,,Temple,Sr,,0,,,,,
1966,5,50,Larry Humes,,,,,Evansville,So,,0,,,,,
1966,6,59,Red Robbins,FC,6-8,,21.0,Tennessee,Sr,,0,,,,,
1966,7,68,John Comeaux,GF,6-5,193.0,22.0,Grambling State,Sr,,0,,,,,
1966,8,77,Stan Curtis,,,,,Northern Michigan,Sr,,0,,,,,
1966,9,84,Gene Summers,G,6-4,210.0,,Northern Michigan,Sr,,0,,,,,
1966,10,91,Don Swanson,,,,,DePaul,Sr,,0,,,,,
1966,11,97,Carver Clinton,,,,,Penn State,Sr,,0,,,,,
