Year,Round,Pick,Player,Pos,HT,WT,Age,Pre-Draft Team,Class,Draft Trades,YOS,nba_id,origin_country,played_until_year,is_defunct,plays_for
1969,2,24,Gene Williams,F,6-7,235.0,22.0,Kansas State,Sr,,0,,,,,
1969,3,30,Floyd Kerr,G,6-2,180.0,,Colorado State,Sr,,0,,,,,
1969,3,33,Lamar Green,FC,6-7,210.0,22.0,Morehead State,Sr,,6,600011.0,US,1974,0.0,PHX
1969,3,39,Lloyd Kerr,G,6-2,,,Colorado State,Sr,,0,,,,,
1969,4,44,Dennis Stewart,SF,6-6,220.0,21.0,Michigan,Sr,,1,78253.0,US,1970,0.0,WAS
1968,4,49,Rich Jones,SF,6-6,220.0,21.0,Memphis,Trans,,1,,,,,
1969,6,72,Dan Sadlier,,,,,Dayton,Sr,,0,,,,,
1969,7,86,Bill Sweet,,,,,UCLA,Sr,,0,,,,,
1969,8,100,Bob Edwards,C,6-11,,,Arizona State,Sr,,0,,,,,
1969,9,114,Steve Jennings,,,,,USC,Sr,,0,,,,,
1969,10,128,Rich Abrahamson,,,,,Oregon,Sr,,0,,,,,
1969,11,142,Fred Lind,F,6-7,215.0,,Duke,Sr,,0,,,,,
1969,12,156,Bob Miller,F,6-5,,,Toledo,Sr,,0,,,,,
1969,13,169,Andy White,,,,,UTEP,Sr,,0,,,,,
1969,14,180,Marv Schmitt,,,,,Western New Mexico,Sr,,0,,,,,
1969,15,189,Bob Beamon,G,6-3,154.0,22.0,UTEP,Sr,,0,,,,,
1969,16,195,Wayne Huckel,,,,,Davidson,Sr,,0,,,,,
1969,17,201,Howie Dickerman,,,,,Central Connecticut State,Sr,,0,,,,,
1969,18,207,Al Nuness,G,,,,Minnesota,Sr,,0,,,,,
1969,19,212,Solomon Davis,,,,,Kentucky State,Sr,,0,,,,,
1969,20,216,Jim Plump,F,6-4,,,Northern Arizona,Sr,,0,,,,,
1968,1,8,Gary Gregor,F,6-7,225.0,22.0,South Carolina,Sr,,6,76883.0,US,1972,0.0,POR
1968,2,21,Dick Cunningham,C,6-10,245.0,21.0,Murray State,Sr,,7,76485.0,US,1974,0.0,MIL
1968,3,36,Art Beatty,C,7-1,,20.0,American University,Sr,,0,,,,,
1968,5,64,Harry Hollines,,,,,Denver,Sr,,0,,,,,
1968,6,77,Rod Knowles,C,6-9,,22.0,Davidson,Sr,,1,77293.0,US,1968,0.0,PHX
1968,7,92,Charles Parkes,,,,,Idaho State,Sr,,0,,,,,
1968,8,105,Brian Clare,,,,,Denver,Sr,,0,,,,,
1968,9,120,Merv Jackson,G,6-3,175.0,21.0,Utah,Sr,,0,,,,,
1968,10,133,Lee Davis,FC,6-8,235.0,22.0,North Carolina Central,Sr,,0,,,,,
1968,11,147,Ron Boone,GF,6-2,200.0,21.0,Idaho State,Sr,,5,76204.0,US,1980,0.0,SAC
1968,12,160,Bill Davis,F,6-7,,,Arizona,Sr,,0,76538.0,US,1946,1.0,CHS
1968,13,171,Pat Hobard,G,6-2,,,California (PA),Sr,,0,,,,,
