Year,Round,Pick,Player,Pos,HT,WT,Age,Pre-Draft Team,Class,Draft Trades,YOS,nba_id,origin_country,played_until_year,is_defunct,plays_for
1963,3,26,Chuck Kriston,G,6-2,185.0,,Valparaiso,Sr,,0,,,,,
1963,4,35,Connie McGuire,F,6-7,,23.0,Southeastern Oklahoma State,Sr,,0,,,,,
1963,5,44,Red Stroud,G,6-0,160.0,22.0,Mississippi State,Sr,,0,,,,,
1963,6,53,Vinnie Ernst,G,5-8,,,Providence,Sr,,0,,,,,
1963,7,62,Herb Magee,G,5-10,150.0,21.0,Jefferson,Sr,,0,,,,,
1962,1,7,John Havlicek,GF,6-5,200.0,21.0,Ohio State,Sr,,14,76970.0,US,1977,0.0,BOS
1962,2,16,Jack Foley,G,6-3,170.0,22.0,Holy Cross,Sr,,1,76729.0,US,1962,0.0,NYK
1962,3,25,Jim Hadnot,C,6-10,230.0,22.0,Providence,Sr,,0,,,,,
1962,4,34,Roger Strickland,F,6-5,200.0,21.0,Jacksonville,Jr,,1,,,,,
1962,5,43,Gary Daniels,,,,,The Citadel,Sr,,0,,,,,
1962,6,52,Jim Hooley,F,,,,Boston College,Sr,,0,,,,,
1962,7,60,Clyde Arnold,,,,,Duquesne,Sr,,0,,,,,
1962,8,69,Chuck Chevalier,,,,,Boston College,Sr,,0,,,,,
1962,9,78,Mike Cingiser,,,,,Brown,Sr,,0,,,,,
1961,1,9,Gary Phillips,G,6-3,189.0,21.0,Houston,Sr,,5,77855.0,US,1965,0.0,GSW
1961,2,17,Al Butler,G,6-2,175.0,22.0,Niagara,Sr,,4,76319.0,US,1964,0.0,NYK
1961,3,31,Bill Depp,F,6-7,200.0,21.0,Vanderbilt,Sr,,0,,,,,
1961,4,40,Carl Cole,G,6-3,190.0,,Eastern Kentucky,Jr,,0,,,,,
1961,5,49,Bob DiStefano,,,,,North Carolina Central,Sr,,0,,,,,
1961,6,58,Ned Twyman,,,,,Duquesne,Sr,,0,,,,,
1961,7,67,Mel Klein,GF,6-5,190.0,,Northern State,Sr,,0,,,,,
1960,1,8,Thomas Sanders,PF,6-6,210.0,21.0,NYU,Sr,,13,78060.0,US,1972,0.0,BOS
1960,2,16,Leroy Wright,FC,6-9,215.0,21.0,Pacific,Sr,,0,,,,,
1960,3,24,Mike Graney,F,6-6,225.0,,Indiana,Sr,,0,,,,,
1960,4,32,Sid Cohen,G,6-1,175.0,,Kentucky,Sr,,0,,,,,
1960,5,40,Wayne Lawrence,,,,,Texas A&M,Sr,,0,,,,,
1960,6,48,Roger Newman,GF,6-4,190.0,21.0,Kentucky,Jr,,0,,,,,
1959,1,6,John Richter,C,6-9,225.0,22.0,NC State,Sr,,1,77954.0,US,1959,0.0,BOS
1959,2,14,Gene Guarilia,F,6-6,215.0,21.0,George Washington,Sr,,4,76900.0,US,1962,0.0,BOS
1959,3,22,Ralph Croswaite,C,6-9,240.0,23.0,Western Kentucky,Jr,,0,,,,,
1959,4,30,Ed Kazakavich,F,6-5,,,Scranton,Sr,,0,,,,,
1959,5,37,Nick Mantis,,,,,William & Mary,Sr,,0,77457.0,US,1962,0.0,WAS
1959,6,45,Bob Cumings,,,,,Boston University,Sr,,0,,,,,
1958,1,7,Bennie Swain,C,6-8,220.0,24.0,Texas Southern,Sr,,1,78283.0,US,1958,0.0,BOS
1958,2,15,Jimmy Smith,F,6-6,230.0,23.0,Franciscan,Sr,,0,,,,,
1958,3,23,Jim Cunningham,G,6-3,190.0,,Fordham,Sr,,0,,,,,
1958,4,31,Don Flora,G,6-2,180.0,,Washington & Lee,Sr,,0,,,,,
1958,5,39,Gene Brown,G,6-2,,,San Francisco,Sr,,0,,,,,
1958,6,47,Dave Keleher,,,,,Morehead State,Sr,,0,,,,,
1958,7,55,Rudy Fenderson,,,,,Brandeis,Sr,,0,,,,,
1957,1,8,Sam Jones,GF,6-4,198.0,23.0,North Carolina Central,Sr,,12,77196.0,US,1968,0.0,BOS
1957,2,16,Dick O'Neal,F,6-7,215.0,,TCU,Sr,,0,,,,,
1957,3,24,Chuck Schramm,F,6-6,,,Western Illinois,Sr,,0,,,,,
1957,4,32,Jim Ashmore,G,6-0,165.0,,Mississippi State,Sr,,0,,,,,
1957,5,40,Grady Wallace,G,6-4,165.0,23.0,South Carolina,Sr,,0,,,,,
1957,6,48,Maury King,SG,6-2,195.0,22.0,Kansas,Sr,,2,77272.0,US,1962,0.0,WAS
1957,7,55,Dick Brott,,,,,Denver,Sr,,0,,,,,
1957,8,62,Bill Von Weyhe,,,,,Rhode Island,Sr,,0,,,,,
1957,9,69,Joe Gibbon,GF,6-4,200.0,22.0,Ole Miss,Sr,,0,,,,,
1957,10,75,Jack Butcher,,,,,Memphis,Sr,,0,,,,,
1957,11,79,Dick Neal,,,,,Indiana,Sr,,0,,,,,
1957,12,83,Dan Tobin,,,,,Florida Southern,Sr,,0,,,,,
1956,2,13,K.C. Jones,G,6-1,200.0,23.0,San Francisco,Jr,,9,77188.0,US,1966,0.0,BOS
1956,3,21,George Linn,G,6-4,185.0,,,,,0,,,,,
1956,4,29,Dan Swartz,F,6-4,205.0,21.0,Morehead State,Sr,,1,78285.0,US,1962,0.0,BOS
1956,5,37,Bill Logan,,,,,Iowa,Sr,,0,,,,,
1956,6,45,Don Boldebuck,,,,,Houston,Jr,,0,,,,,
1956,7,53,O'Neal Weaver,,,,,Midwestern State,Jr,,0,,,,,
1956,8,61,Vic Molodet,G,5-11,,,NC State,Sr,,0,,,,,
1956,9,68,Jim Houston,,,,,Brandeis,Sr,,0,,,,,
1956,10,75,Bob Hopkins,,,,,Maryland-Eastern Shore,Sr,,0,77052.0,US,1959,0.0,PHI
1955,1,3,Jim Loscutoff,F,6-5,200.0,25.0,Oregon,Sr,,9,77409.0,US,1963,0.0,BOS
1955,2,10,Dick Hemric,F,6-6,220.0,21.0,Wake Forest,Sr,,2,76989.0,US,1956,0.0,BOS
1955,3,18,Buzz Wilkinson,G,6-2,175.0,,Virginia,Sr,,0,,,,,
1955,4,26,Bart Leach,F,6-4,200.0,,Pennsylvania,Sr,,0,,,,,
1955,5,34,Bob Patterson,,,,,Tulsa,Sr,,0,,,,,
1955,6,42,John Mahoney,,,,,William & Mary,Sr,,0,,,,,
1955,7,50,John Moore,F,,,,UCLA,Sr,,0,,,,,
1955,8,58,Dean Parsons,,,,,Washington,Sr,,0,,,,,
1955,9,66,Nick Romanoff,,,,,Pacific,Sr,,0,,,,,
1955,10,74,Jim Ahearn,G,6-3,,,UConn,Sr,,0,,,,,
1955,11,81,Carl Hartman,,,,,Alderson-Broaddus,Sr,,0,,,,,
1955,12,88,Mark Davis,,,,,Marietta College (OH),Sr,,0,,,,,
1955,13,92,Henry Dooley,,,,,Wiley,Sr,,0,,,,,
1955,14,93,Bob Scuddelari,,,,,Cooper Union,Sr,,0,,,,,
1954,1,5,Togo Palazzi,F,6-4,205.0,21.0,Holy Cross,Sr,,6,77791.0,US,1959,0.0,PHI
1954,2,14,Dwight Morrison,FC,6-8,220.0,21.0,Idaho,Sr,,3,77648.0,US,1957,0.0,BOS
1954,3,23,Henry Daubenschmidt,C,6-8,,21.0,St. Francis (NY),Sr,,0,,,,,
1954,4,32,Ron Perry,G,6-1,180.0,,Holy Cross,Sr,,0,,,,,
1954,5,41,Troy Burris,,,,,West Texas A&M,Sr,,0,,,,,
1954,6,50,Otto Krieghauser,,,,,Washington (Mo.),Sr,,0,,,,,
1954,7,59,Paul Estergaard,,,,,Bradley,Sr,,0,,,,,
1954,8,68,Jim Young,,,,,Santa Clara,Sr,,0,,,,,
1954,10,85,Tony Daukas,F,6-7,,,Boston College,Sr,,0,,,,,
1954,11,94,Bill Johnson,,,,,Nebraska,Sr,,0,,,,,
1953,1,5,Frank Ramsey,F,6-3,190.0,21.0,Kentucky,Sr,,9,77907.0,US,1963,0.0,BOS
1953,2,13,Chet Noe,C,6-6,200.0,21.0,Oregon,Sr,,0,,,,,
1953,4,31,Earle Markey,G,,,,Holy Cross,Sr,,0,,,,,
1953,5,40,John Holup,,,,,,,,0,,,,,
1953,6,49,Vernon Stokes,,,,,St. Francis (NY),Sr,,0,,,,,
1953,7,58,Lou Tsioropoulos,SF,6-5,190.0,22.0,Kentucky,Sr,,3,78371.0,US,1958,0.0,BOS
1953,8,67,Ted Lallier,,,,,Colby College,Sr,,0,,,,,
1953,9,76,Lewis Gilcrease,,,,,Texas State,Sr,,0,,,,,
1953,10,84,Tom Lillis,,,,,Saint Louis,Sr,,0,,,,,
1953,11,91,Gil Reich,G,6-0,187.0,,Kansas,Sr,,0,,,,,
1953,12,98,Jim Dogerty,,,,,Whitworth University,Sr,,0,,,,,
1952,1,7,Bob Lochmueller,,,,,Missouri,Sr,,0,77397.0,US,1952,0.0,PHI
1952,2,17,Jim Iverson,G,,,,Kansas State,Sr,,0,,,,,
1952,3,27,J.C. Maze,,,,,Texas State,Sr,,0,,,,,
1952,5,47,Don Johnson,,,,,Oklahoma State,Sr,,0,,,,,
1952,6,57,Jim Buchanan,G,,,,Nebraska,Sr,,0,,,,,
1952,7,67,Fred Eydt,,,,,Cornell,Sr,,0,,,,,
1952,8,77,Gordon Mungier,,,,,Spring Hill,Sr,,0,,,,,
1952,9,84,Jim Dilling,,,,,Holy Cross,Sr,,0,,,,,
1952,10,90,Gene Conley,PF,6-8,225.0,21.0,Washington State,Sr,,6,76428.0,US,1963,0.0,BOS
1951,1,7,Ernie Barrett,GF,6-3,180.0,21.0,Kansas State,Sr,,2,76114.0,US,1955,0.0,BOS
1951,2,17,Ray Ragelis,GF,6-3,,22.0,Indiana,Sr,,0,77902.0,US,1951,0.0,SAC
1951,3,27,Fred Diute,,,,,Pepperdine,Sr,,0,76578.0,US,1954,0.0,ATL
1951,4,37,Elmer Behnke,,,,,Evansville,Sr,,0,76141.0,US,1951,0.0,ATL
1951,5,47,Rip Gish,,,,21.0,Western Kentucky,Sr,,0,,,,,
1951,7,67,John Azary,G,6-4,,21.0,Columbia,Sr,,0,,,,,
1951,8,76,Hugo Kappler,F,,,,NC State,Sr,,0,,,,,
1950,2,13,Chuck Cooper,GF,6-5,210.0,23.0,Duquesne,Sr,,6,76442.0,US,1955,0.0,BOS
1950,3,25,Bob Donham,G,6-2,190.0,23.0,Ohio State,Sr,,4,76584.0,US,1953,0.0,BOS
1950,4,37,Ken Reeves,,,,,Louisville,Sr,,0,,,,,
1950,5,49,Jack Shelton,,,,,Oklahoma State,Sr,,0,,,,,
1950,6,61,Mo Mahoney,G,6-2,205.0,22.0,Brown,Sr,,2,,,,,
1950,7,73,Dale Barnstable,G,6-3,175.0,,Kentucky,Sr,,0,,,,,
1950,8,85,Frank Oftring,F,,,25.0,Holy Cross,Sr,,0,,,,,
1950,9,97,Bob Cope,,,,,Minnesota,Sr,,0,,,,,
1950,10,109,Matt Forman,,,,,Holy Cross,Sr,,0,,,,,
1949,1,4,Tony Lavelli,G,6-3,185.0,22.0,Yale,Sr,,2,77346.0,US,1950,0.0,BOS
1949,2,16,George Kaftan,G,6-3,190.0,21.0,Holy Cross,Sr,,5,77218.0,US,1952,0.0,NYK
1949,3,28,Joe Mullaney,G,6-0,165.0,23.0,Holy Cross,Sr,,1,77659.0,US,1949,0.0,BOS
1949,4,39,Bill Tom,,,,,Rice,Sr,,0,,,,,
1949,5,48,Ed Little,,,,,Denver C.C.,Sr,,0,,,,,
1949,6,55,Jim Simpson,,,,,Bates,Sr,,0,,,,,
1949,7,61,Bill Vandenburgh,,,,,Washington,Sr,,0,,,,,
1949,9,72,Emerson Speicher,,,,,Bowling Green,Sr,,0,,,,,
1949,10,74,Bill Weight,,,,,Brigham Young,Sr,,0,,,,,
1949,11,76,Russ Washburn,,,,,Colby College,Sr,,0,,,,,
1948,1,3,George Hauptfuhrer,GF,6-3,,21.0,Harvard,Sr,,0,,,,,
1948,2,15,Johnny Bach,G,6-2,180.0,23.0,Fordham,Sr,,1,76080.0,US,1948,0.0,BOS
1948,4,39,Tom Kelly,G,6-0,170.0,24.0,NYU,Jr,,1,77238.0,US,1948,0.0,BOS
1948,5,51,Murray Mitchell,GF,6-6,195.0,25.0,Sam Houston State,Sr,,1,77616.0,US,1949,1.0,AND
1948,6,63,Norman Carey,,,,,Oregon State,Sr,,0,,,,,
1948,7,74,Bob Curran,,,,26.0,Holy Cross,Sr,,0,,,,,
1948,8,84,Neil Dooley,,,,,Colgate,Sr,,0,,,,,
1948,9,94,Jack Hauser,,,,,Denver,Sr,,0,,,,,
1948,10,103,Guinn Phillips,,,,,Texas Wesleyan,Sr,,0,,,,,
1948,11,108,Ray Wehde,,,,,Iowa State,Sr,,0,,,,,
1947,1,3,Eddie Ehlers,G,6-3,198.0,24.0,Purdue,Jr,,2,76649.0,US,1948,0.0,BOS
1947,2,13,Hank Biasatti,G,5-11,175.0,25.0,,,,1,76161.0,CA,1946,1.0,HUS
1947,3,23,Gene Stump,G,6-2,185.0,23.0,DePaul,Sr,,3,78275.0,US,1949,0.0,BOS
1947,5,43,Jack Hewson,F,6-6,195.0,22.0,Temple,Jr,,1,77014.0,US,1947,0.0,BOS
1947,6,51,Bob Alemeida,,,,,,,,0,,,,,
1947,7,59,George Felt,,,,,Northwestern,Sr,,0,,,,,
1947,8,65,John Kelly,,,,,Notre Dame,Sr,,0,,,,,
1947,9,71,George Petrovick,,,,,,,,0,,,,,
