Year,Round,Pick,Player,Pos,HT,WT,Age,Pre-Draft Team,Class,Draft Trades,YOS,nba_id,origin_country,played_until_year,is_defunct
1965,8,65,Bob Barnek,,,,,St. Bonaventure,Sr,,0,,,,
1965,9,71,Gene West,G,,,,Drake,Sr,,0,,,,
1965,10,77,Dean Church,,,,,Louisiana,Sr,,0,,,,
1965,11,83,Curt Fromal,,,,,La Salle,Sr,,0,,,,
1965,12,89,Dan Anderson,C,6-10,230.0,22.0,Augsburg College,Sr,,0,,,,
1965,13,94,Rich Parks,F,6-7,235.0,21.0,Saint Louis,Sr,,0,,,,
1965,14,98,Jack Morgenthal,,,,,Houston,Sr,,0,,,,
1965,15,102,James Pitts,,,,,Georgia,Sr,,0,,,,
1965,16,106,Larry Rafferty,,,,,Fairfield,Sr,,0,,,,
1964,1,4,Luke Jackson,FC,6-9,240.0,22.0,Texas-RGV,Sr,,8,77103.0,US,1971,0.0
1964,2,11,Ira Harge,C,6-9,245.0,23.0,New Mexico,Sr,,0,,,,
1964,3,20,Larry Jones,SG,6-2,180.0,21.0,Toledo,Jr,,2,77200.0,US,1973,0.0
1964,4,29,Frank Corace,F,6-6,,,La Salle,Sr,,0,,,,
1964,5,38,Lou Skurcenski,,,,,Westminster (PA),Sr,,0,,,,
1964,6,47,Ricky Kaminsky,,,,21.0,Yale,Sr,,0,,,,
1964,7,56,Gordon Hatton,,,,,Dayton,Sr,,0,,,,
1964,8,65,Bob Pelkington,FC,6-7,250.0,,Xavier,Sr,,0,,,,
1964,9,73,Jim Brennan,,,,,Clemson,Sr,,0,,,,
1964,10,80,Wally Briggs,,,,,North Carolina A&T,Sr,,0,,,,
1964,11,87,Thomas Lowry,FC,6-8,220.0,,West Virginia,Sr,,0,,,,
1964,12,91,Julius Myers,,,,,Morris Brown,Sr,,0,,,,
1963,1,6,Tom Hoover,FC,6-9,230.0,22.0,Camden Bullets (United States),1941 DOB,,4,77051.0,US,1966,0.0
1963,2,15,Hershell West,G,6-2,190.0,,Grambling State,Sr,,0,,,,
1963,3,24,Jerry Greenspan,F,6-6,220.0,21.0,Maryland,Sr,,2,76880.0,US,1964,0.0
1963,4,33,Ray Flynn,G,6-0,175.0,,Providence,Sr,,0,,,,
1963,5,42,Tony Cerkvenik,,,,,Arizona State,Sr,,0,,,,
1962,9,74,Vince Brewer,,,,22.0,Iowa State,Jr,,0,,,,
1963,7,60,Bill Brown,,,,,Howard Payne,Sr,,0,,,,
1962,1,4,Len Chappell,PF,6-8,240.0,21.0,Wake Forest,Sr,,9,76382.0,US,1970,0.0
1962,2,12,Chet Walker,F,6-6,212.0,22.0,Bradley,Sr,,13,78435.0,US,1974,0.0
1962,3,21,Porter Meriwether,G,6-2,180.0,22.0,Tennessee State,Sr,,1,77583.0,US,1962,0.0
1962,4,30,Bob McCully,F,6-9,,,St. Bonaventure,Sr,,0,,,,
1962,6,48,Lanny Van Eman,,,,,Wichita State,Sr,,0,,,,
1962,7,57,Bob Sharpenter,C,6-7,230.0,,Georgetown,Sr,,0,,,,
1962,8,65,Jerry Harkness,G,6-2,175.0,21.0,Loyola (IL),Jr,,1,,,,
1961,1,6,Ben Warley,F,6-5,200.0,24.0,Tennessee State,Jr,,5,78458.0,US,1966,0.0
1961,2,14,Chris Smith,F,6-6,225.0,,Virginia Tech,Sr,,0,,,,
1961,3,28,Chuck Osborne,F,6-6,210.0,22.0,Western Kentucky,Sr,,1,77772.0,US,1961,0.0
1961,4,37,Hank Whitney,F,6-7,230.0,21.0,Iowa State,Sr,,0,,,,
1961,5,46,Don Jacobson,G,6-2,,,South Dakota,Sr,,0,,,,
1961,6,55,Billy Joe Price,,,,,New Mexico State,Sr,,0,,,,
1961,7,64,Roger Newman,GF,6-4,190.0,22.0,Kentucky,Jr,,0,,,,
1961,8,73,Dave Mills,,,,,Seattle,Sr,,0,,,,
1961,9,81,Rex Tippitt,,,,,Grambling State,Sr,,0,,,,
1961,10,88,Pete Chudy,F,6-4,,,Syracuse,Sr,,0,,,,
1961,11,96,Dick Sammons,,,,,Le Moyne,Sr,,0,,,,
1960,1,5,Lee Shaffer,SF,6-7,220.0,21.0,North Carolina,Sr,,4,78121.0,US,1963,0.0
1960,2,13,Wilbur Trosch,F,6-8,240.0,21.0,St. Francis (PA),Sr,,0,,,,
1960,3,21,Joe Roberts,F,6-5,,23.0,Ohio State,Sr,,3,77977.0,US,1962,0.0
1960,4,29,Carl Cole,G,6-3,190.0,,Eastern Kentucky,Jr,,0,,,,
1960,5,37,Jim Mudd,,,,,North Texas,Jr,,0,,,,
1960,6,45,Herschell Turner,PG,6-2,195.0,22.0,Nebraska,Sr,,0,,,,
1960,7,53,Bernie Kauffman,G,,,,Syracuse,Sr,,0,,,,
1960,8,60,Don Lynch,,,,,Le Moyne,Sr,,0,,,,
1960,9,67,Bernie Findlay,,,,,San Diego State,Sr,,0,,,,
1959,1,4,Dick Barnett,SG,6-4,190.0,22.0,Tennessee State,Sr,,14,76107.0,US,1973,0.0
1959,2,11,Gene Tormohlen,FC,6-8,230.0,21.0,Tennessee,Sr,,6,78358.0,US,1969,0.0
1959,3,19,Jon Cincebox,F,6-7,225.0,,Syracuse,Sr,,0,,,,
1959,4,27,Paul Neumann,PG,6-1,170.0,21.0,Stanford,Sr,,6,77706.0,US,1966,0.0
1959,6,42,Bob Dalton,,,,,California,Sr,,0,,,,
1959,7,50,Darnell Haney,,,,,Navy,Sr,,0,,,,
1958,1,5,Connie Dierking,C,6-9,222.0,21.0,Cincinnati,Sr,,10,76566.0,US,1970,0.0
1958,2,13,Hal Greer,G,6-2,175.0,21.0,Marshall,Sr,,15,76882.0,US,1972,0.0
1958,3,21,John Nacincik,G,6-3,175.0,,Maryland,Sr,,0,,,,
1958,4,29,Tommy Kearns,G,5-11,188.0,21.0,North Carolina,Sr,,1,77231.0,US,1958,0.0
1958,5,37,Fred Grim,,,,,Arkansas,Sr,,0,,,,
1958,6,45,Jack Mimitz,,,,,Saint Louis,Sr,,0,,,,
1958,7,53,Pete Tillotson,C,,,22.0,Michigan,Sr,,0,,,,
1958,8,60,Ruel Tucker,,,,,Rockhurst,Sr,,0,,,,
1957,1,7,George Bon Salle,C,6-8,220.0,21.0,Illinois,Sr,,1,76203.0,US,1961,0.0
1957,2,15,Jim Morgan,G,6-1,175.0,,Louisville,Sr,,0,,,,
1957,3,23,Vince Cohen,G,6-1,185.0,,Syracuse,Sr,,0,,,,
1957,4,31,Jerry Mallett,F,6-5,205.0,21.0,Baylor,Sr,,0,,,,
1957,5,39,Frank Nimmo,,,,,Cincinnati,Sr,,0,,,,
1957,6,47,Lyndon Lee,,,,,Oklahoma City,Sr,,0,,,,
1957,7,54,Dick Gaines,,,,,Seton Hall,Sr,,0,,,,
1957,8,61,Cebe Price,,,,,Marshall,Sr,,0,,,,
1957,9,68,Jim Brown,G,6-2,212.0,21.0,Syracuse,Sr,,0,,,,
1957,10,74,Jack Nichols,,,,,Colgate,Sr,,0,,,,
1957,12,82,Jim Weeks,,,,,New York Tech,Sr,,0,,,,
1956,1,5,Joe Holup,F,6-6,215.0,22.0,George Washington,So,,3,77049.0,US,1958,0.0
1956,2,12,Paul Judson,F,6-4,170.0,,Illinois,Sr,,0,,,,
1956,3,20,Forest Able,G,6-3,175.0,23.0,Western Kentucky,Sr,,1,76006.0,US,1956,0.0
1956,4,28,Swede Halbrook,C,7-3,240.0,23.0,Wichita (NIBL) (United States),1933 DOB,,2,,,,
1956,5,36,Jim Ray,PG,6-1,180.0,22.0,Toledo,Sr,,2,77919.0,US,1959,0.0
1956,6,44,Jim McLaughlin,,,,,Saint Louis,Sr,,0,,,,
1956,7,52,Jess Roh,,,,,Idaho State,Sr,,0,,,,
1956,8,60,Chester Webb,,,,,Georgia Southern,Sr,,0,,,,
1956,9,67,Dick Julio,,,,,New Bedford Institute of Technology,Sr,,0,,,,
1956,10,74,Bob Hopkins,F,6-7,205.0,21.0,Grambling State,Sr,,4,77052.0,US,1959,0.0
1956,11,80,Willie Bergines,F,6-6,185.0,,West Virginia,Sr,,0,,,,
1956,12,84,Dick Kenyon,,,,,Le Moyne,Sr,,0,,,,
1956,13,88,Milt Graham,,,,,Colgate,Sr,,0,,,,
1956,14,91,Chuck Rolles,G,5-6,,,Cornell,Sr,,0,,,,
1955,1,5,Ed Conlin,F,6-5,200.0,21.0,Fordham,Sr,,7,76429.0,US,1961,0.0
1955,2,14,Don Schlundt,C,6-10,225.0,22.0,Indiana,Sr,,0,,,,
1955,3,21,Jack Sallee,G,6-2,178.0,,Dayton,Sr,,0,,,,
1955,4,30,Frank Ehmann,G,6-3,180.0,,Northwestern,Sr,,0,,,,
1955,5,37,Mal Duffy,,,,,St. Bonaventure,Sr,,0,,,,
1955,6,46,Ron Tomsic,G,5-11,,22.0,Stanford,Sr,,0,,,,
1955,7,53,Ed Galvin,,,,,Loyola (NO),Sr,,0,,,,
1955,8,62,Cliff Dwyer,,,,,NC State,Sr,,0,,,,
1955,9,69,Marty Satalino,,,,,St. John's,Sr,,0,,,,
1955,10,78,Russ Lawler,,,,,Stanford,Sr,,0,,,,
1955,11,84,Stan Glowaski,G,6-5,,,Seattle,Sr,,0,,,,
1954,1,6,Red Kerr,FC,6-9,230.0,21.0,Illinois,Sr,,12,77248.0,US,1965,0.0
1954,2,15,Dick Farley,GF,6-4,190.0,22.0,Indiana,Sr,,3,76693.0,US,1958,0.0
1954,3,24,Jim Tucker,C,6-8,185.0,21.0,Duquesne,Sr,,3,78374.0,US,1956,0.0
1954,4,33,Don McLane,F,6-4,220.0,22.0,Franciscan,Trans,,0,,,,
1954,5,42,Paul Pottenburgh,,,,,Siena,Sr,,0,,,,
1954,6,51,Norman Pott,F,6-7,,,Wheaton (IL),Sr,,0,,,,
1954,7,60,Gus Levett,,,,,Franklin & Marshall,Sr,,0,,,,
1954,8,69,Mel Besdin,GF,6-3,190.0,,Syracuse,Sr,,0,,,,
1954,9,77,Fletcher Johnson,,,,,Duquesne,Sr,,0,,,,
1954,10,86,Jack Davidson,,,,,UCLA,Sr,,0,,,,
1953,1,6,Jim Neal,C,6-11,235.0,22.0,Wofford,Sr,,2,77695.0,US,1954,0.0
1953,2,14,Dick Knostman,FC,6-6,215.0,21.0,Kansas State,Sr,,1,77292.0,US,1953,0.0
1953,3,23,Billy Kenville,G,6-2,187.0,22.0,St. Bonaventure,Sr,,6,,,,
1953,4,32,Andy McGowan,,,,,Manhattan,Sr,,0,,,,
1953,5,41,Warren Shackelford,G,,,,Tulsa,Sr,,0,,,,
1953,6,50,Bill Jenkins,G,6-1,170.0,,Le Moyne,Sr,,0,,,,
1953,7,59,Bill Hull,,,,,Utah State,Jr,,0,,,,
1953,8,68,Joe Hughes,,,,,Denver,Sr,,0,,,,
1953,9,77,Gerald Nappy,FC,,,,Georgetown,Sr,,0,,,,
1953,10,85,Al Bailey,,,,,Duquesne,Sr,,0,,,,
1953,11,92,Glen Dille,,,,,Tulsa,Sr,,0,,,,
1953,12,99,Garrett Beshear,,,,,Murray State,Sr,,0,,,,
1952,1,8,Bob Lochmueller,GF,6-5,185.0,24.0,Louisville,Sr,,1,77397.0,US,1952,0.0
1952,2,18,Jim Brasco,G,6-1,170.0,21.0,NYU,Sr,,1,76241.0,US,1952,0.0
1952,3,28,Ken McBride,SG,6-3,190.0,23.0,Maryland-Eastern Shore,Sr,,1,77499.0,US,1954,0.0
1952,4,38,Bud Donnelly,,,,,La Salle,Sr,,0,,,,
1952,5,48,Jim Kennedy,,,,,Duquesne,Sr,,0,,,,
1952,6,58,Harry Moore,,,,,West Virginia,Sr,,0,,,,
1952,7,68,Bob Roche,G,5-10,170.0,,Syracuse,Sr,,0,,,,
1951,1,5,John McConathy,F,6-5,195.0,21.0,Northwestern State,Sr,SYR to MIL,1,77513.0,US,1951,0.0
1951,2,15,Don Savage,SF,6-3,205.0,23.0,Le Moyne,Sr,,2,78066.0,US,1956,0.0
1951,3,25,Bato Govedarica,G,5-11,170.0,23.0,DePaul,Sr,,1,76837.0,US,1953,0.0
1951,4,35,Paul Horvath,,,,,NC State,Sr,,0,,,,
1951,5,45,Glen Anderson,,,,,Colorado State,Sr,,0,,,,
1951,6,55,Bob Wheeler,F,6-6,,,Idaho,Sr,,0,77536.0,US,1954,0.0
1951,7,65,Roy Reardon,,,,,St. Francis (NY),Sr,,0,,,,
1951,8,75,Tom Jockle,GF,6-4,185.0,,Syracuse,Sr,,0,,,,
1951,9,81,Ray Kirkwasser,,,,,Ithaca,Sr,,0,,,,
1950,1,12,Don Lofgran,F,6-5,200.0,21.0,San Francisco,Sr,,4,77402.0,US,1953,1.0
1950,2,24,Gerry Calabrese,SG,6-1,175.0,25.0,St. John's,Sr,,2,76326.0,US,1951,0.0
1950,3,36,Stan Christie,,,,,USC,Sr,,0,,,,
1950,4,48,Paul Merchant,,,,,Oklahoma,Sr,,0,,,,
1950,5,60,Paul Hickey,,,,,Denver,Sr,,0,,,,
1950,6,72,Mack Suprunowicz,,,,,Michigan,Sr,,0,,,,
1950,7,84,Lou Arko,,,,,Akron,Sr,,0,,,,
1950,8,96,Bob Healey,,,,,Georgia,Sr,,0,,,,
1950,9,108,Bob Savage,F,6-4,,,Syracuse,Sr,,0,,,,
1950,10,118,Glenn Wilkes,,,,,Mercer,Sr,,0,,,,
