Year,Round,Pick,Player,Pos,HT,WT,Age,Pre-Draft Team,Class,Draft Trades,YOS,nba_id,origin_country,played_until_year,is_defunct,plays_for
1970,13,197,Allen McManus,,,,,Winston-Salem State,Sr,,0,,,,,
1970,14,207,Dan Beeson,,,,,Linfield College,Sr,,0,,,,,
1969,1,3,Lucius Allen,PG,6-2,175.0,21.0,UCLA,Sr (Inelig,,10,76027.0,US,1978,0.0,MIL
1969,2,18,Ronald Taylor,C,7-1,265.0,21.0,USC,Sr,,0,,,,,
1969,3,32,Lee Winfield,PG,6-2,175.0,22.0,North Texas,Sr,,7,78592.0,US,1975,0.0,OKC
1969,4,46,Hal Booker,C,6-11,235.0,21.0,Cheyney (PA),RS-Jr,,0,,,,,
1969,5,60,Jerry King,,,,,Louisville,Sr,,0,,,,,
1969,6,74,Ben McGilmer,,,,,Iowa,Jr,,0,,,,,
1969,7,88,Greg Wittman,PF,6-8,210.0,21.0,Western Carolina,Sr,,0,,,,,
1969,8,102,Theartis Wallace,,,,,Central Washington,Sr,,0,,,,,
1969,9,116,Vince Fritz,,,,,Oregon State,Jr,,0,,,,,
1969,10,130,Al Cueto,C,6-7,230.0,22.0,Tulsa,Sr,,0,,,,,
1969,11,144,Jim Connally,F,6-7,220.0,,Bowling Green,So,,0,,,,,
1969,12,158,John Smith,,,,,Puget Sound,Sr,,0,,,,,
1969,13,171,Bob Burrow,,,,,Seattle Pacific,Sr,,0,,,,,
1969,14,182,Jerry Conley,,,,,Morehead State,Sr,,0,,,,,
1969,15,191,Ernie Powell,,,,,USC,Sr,,0,,,,,
1969,16,197,Danny Cornett,,,,,Morehead State,Sr,,0,,,,,
1969,17,203,Steve Honeycutt,,,,,Kansas State,Sr,,0,,,,,
1968,1,3,Bob Kauffman,FC,6-8,240.0,21.0,Guilford,Sr,,7,77227.0,US,1974,0.0,LAC
1968,2,16,Art Harris,G,6-4,185.0,21.0,Stanford,Sr,,4,76956.0,US,1971,0.0,PHX
1968,3,24,Jeff Ockel,F,6-7,225.0,,Utah,Sr,,0,,,,,
1968,3,34,Ed Johnson,PF,6-8,205.0,23.0,Tennessee State,Sr,,0,,,,,
1968,4,38,Henry Logan,G,6-0,180.0,22.0,Western Carolina,Sr,,0,,,,,
1968,5,52,Al Hairston,G,6-1,175.0,22.0,Bowling Green,Sr,,2,76915.0,US,1969,0.0,OKC
1968,6,66,Ron Guziak,,,,,Duquesne,Sr,,0,,,,,
1968,7,80,Jim McKean,FC,6-9,,,Washington State,Sr,,0,,,,,
1968,8,94,Willie Rodgers,G,6-3,185.0,22.0,Oklahoma,Sr,,0,,,,,
1968,9,108,Jimmy Smith,,,,,Utah State,Sr,,0,,,,,
1968,10,122,Joe Kennedy,SF,6-6,210.0,21.0,Duke,Sr,,2,77244.0,US,1969,0.0,OKC
1968,11,136,Jim Marsh,SF,6-7,215.0,21.0,USC,Sr,,1,77466.0,US,1971,0.0,POR
1968,12,149,Walt Simon,,,,,Utah,Sr,,0,,,,,
1968,13,162,Bud Ogden,F,6-6,215.0,21.0,Santa Clara,Jr,,2,,,,,
1968,14,173,Mike Warren,PG,,,,UCLA,Sr,,0,,,,,
1967,1,6,Al Tucker,SF,6-8,190.0,24.0,Oklahoma Baptist,Sr,,4,78372.0,US,1970,0.0,OKC
1967,2,19,Bob Rule,FC,6-9,220.0,22.0,Colorado State,Sr,,8,78042.0,US,1974,0.0,OKC
1967,3,30,Sam Singleton,G,6-4,185.0,,Omaha,Sr,,0,,,,,
1967,4,43,Larry Bunce,C,7-0,240.0,,Utah State,Sr,,0,,,,,
1967,5,54,Plummer Lott,GF,6-5,210.0,21.0,Seattle,Sr,,1,77410.0,US,1968,0.0,OKC
1967,6,67,Gordon Harris,,,,,Washington,Sr,,0,,,,,
1967,7,78,Dick Kolbert,,,,,UC Santa Barbara,Sr,,0,,,,,
1967,8,91,Willie Wolters,,,,,Boston College,Sr,,0,,,,,
1967,9,101,Rod McDonald,F,6-6,,22.0,Whitworth University,Sr,,0,,,,,
1967,10,113,Gary Lechman,,,,,Gonzaga,Sr,,0,,,,,
1967,11,122,Randy Matson,PF,6-7,265.0,22.0,Texas A&M,Sr,,0,,,,,
1967,12,133,Rubin Russell,G,6-2,180.0,22.0,North Texas,Sr,,0,,,,,
1967,13,140,John Schroeder,,,,,Ohio,Sr,,0,,,,,
1967,14,147,Jim Sutherland,,,,,Wake Forest,Sr,,0,,,,,
1967,15,152,Willie Campbell,,,,,Nebraska,Sr,,0,,,,,
