Year,Round,Pick,Player,Pos,HT,WT,Age,Pre-Draft Team,Class,Draft Trades,YOS
2015,1,27,"Larry Nance, Jr.",SF,6-6,245.0,22.0,Wyoming,Sr,,10
2015,2,34,Anthony Brown,GF,6-7,225.0,22.0,Stanford,Sr,,3
2014,1,7,Julius Randle,PF,6-9,250.0,19.0,Kentucky,Fr *,,11
2013,2,48,Ryan Kelly,PF,6-11,230.0,22.0,Duke,Sr,,4
2012,2,60,Robert Sacre,C,7-0,270.0,23.0,Gonzaga,Sr,,4
2011,2,41,Darius Morris,G,6-4,195.0,20.0,Michigan,So *,,4
2011,2,46,Andrew Goudelock,G,6-3,200.0,22.0,Charleston,Sr,,3
2011,2,56,Chu Maduabum,PF,6-9,210.0,20.0,Bakersfield Jam,1991 DOB,LAL to DEN DEN to PHL PHL to CLE,0
2011,2,58,Ater Majok,FC,6-11,233.0,23.0,Gold Coast (Australia),1987 DOB,LAL to CHI CHI to NOP,0
2010,2,43,Devin Ebanks,F,6-9,215.0,20.0,West Virginia,So *,,3
2010,2,58,Derrick Caracter,F,6-9,276.0,22.0,UTEP,Jr *,,2
2009,1,29,Toney Douglas,G,6-2,195.0,23.0,Florida State,Sr,LAL to NYK,8
2009,2,42,Patrick Beverley,PG,6-2,180.0,20.0,Dnipro Dnipropetrovsk (Ukraine),1988 DOB,LAL to MIA,12
2009,2,59,Chinemelu Elonu,C,6-10,235.0,22.0,Texas A&M,Jr *,,0
2008,2,58,Joe Crawford,G,6-5,207.0,22.0,Kentucky,Sr,,1
2007,1,19,Javaris Crittenton,G,6-5,200.0,19.0,Georgia Tech,Fr *,,3
2007,2,40,Yue Sun,G,6-8,205.0,21.0,Beijing Olympians (United States),1985 DOB,,1
2007,2,48,Marc Gasol,C,7-1,255.0,22.0,CB Girona (Spain),1985 DOB,LAL to MEM,13
2006,1,26,Jordan Farmar,PG,6-2,180.0,19.0,UCLA,So *,,10
2006,2,51,Cheickh Samb,C,7-1,245.0,21.0,CB Cornella (Spain),1984 DOB,LAL to DET,2
2005,1,10,Andrew Bynum,C,7-0,285.0,17.0,St. Joseph High School (New Jersey),1987 DOB *,,9
2005,2,37,Ronny Turiaf,FC,6-10,241.0,22.0,Gonzaga,Sr,,10
2005,2,39,Von Wafer,GF,6-5,210.0,19.0,Florida State,So *,,7
2004,1,27,Sasha Vujacic,G,6-7,195.0,20.0,Pallalcesto Amatori Udine (Italy),1984 DOB *,,10
2004,2,56,Marcus Douthit,FC,6-11,234.0,24.0,Providence,Sr,,0
2003,1,24,Brian Cook,PF,6-9,234.0,22.0,Illinois,Sr,,9
2003,2,32,Luke Walton,F,6-8,235.0,23.0,Arizona,Sr,,10
2002,1,27,Chris Jefferies,F,6-8,225.0,22.0,Fresno State,Jr *,LAL to TOR,3
2000,1,29,Mark Madsen,C-F,6-9,240.0,24.0,Stanford,Sr,,9
1999,1,23,Devean George,F-G,6-8,235.0,21.0,Augsburg College,Sr,,11
1999,2,30,John Celestand,G,6-4,178.0,22.0,Villanova,Sr,,3
1998,1,26,Sam Jacobson,G,6-4,215.0,22.0,Minnesota,Sr,,3
1998,2,31,Ruben Patterson,F-G,6-5,223.0,22.0,Cincinnati,Sr,,10
1998,2,45,Toby Bailey,G,6-6,213.0,22.0,UCLA,Sr,LAL to PHX,4
1997,2,51,DeJuan Wheat,G,6-0,165.0,23.0,Louisville,Sr,,4
1997,2,53,Paul Rogers,C,7-0,260.0,23.0,Gonzaga,Jr *,,1
1996,1,24,Derek Fisher,G,6-1,210.0,21.0,Little Rock,Sr,,18
1995,2,37,Frankie King,G,6-1,185.0,22.0,Western Carolina,Sr,,2
1994,1,10,Eddie Jones,G-F,6-6,200.0,22.0,Temple,Sr,,14
1993,1,12,George Lynch,SF,6-8,218.0,22.0,North Carolina,Sr,,12
1993,2,37,Nick Van Exel,PG,6-1,170.0,21.0,Cincinnati,Sr,,13
1992,1,15,Anthony Peeler,G,6-4,208.0,22.0,Missouri,Sr,,13
1992,2,36,Duane Cooper,PG,6-1,185.0,22.0,USC,Sr,,5
1991,2,52,Anthony Jones,F,6-7,200.0,24.0,Oral Roberts,Sr,,1
1990,1,27,Elden Campbell,FC,6-11,215.0,21.0,Clemson,Sr,,15
1990,2,51,Tony Smith,G,6-3,185.0,22.0,Marquette,Sr,,9
1989,1,26,Vlade Divac,C,7-1,260.0,21.0,KK Partizan (Serbia),1968 DOB *,,16
1988,1,25,David Rivers,G,6-0,170.0,23.0,Notre Dame,Sr,,4
1987,3,69,Willie Glass,SG,6-5,205.0,,St. John's,Sr,,1
1987,4,92,Ralph Tally,PG,6-1,170.0,,Norfolk State,Sr,,2
1987,6,115,Kenny Travis,G,,,,New Mexico State,Sr,,1
1987,6,138,Frank Ford,GF,6-4,220.0,,Auburn,Sr,,1
1987,7,161,Ron Vanderschaaf,FC,6-8,215.0,,Central Washington,Sr,,1
1986,1,23,Ken Barlow,PF,6-10,220.0,21.0,Notre Dame,Sr,LAL to ATL ATL to GOS,0
1986,3,69,Andre Turner,G,5-11,160.0,21.0,Memphis,Sr,,6
1986,4,92,Dale Blaney,SG,6-5,185.0,22.0,West Virginia,Sr,,2
1986,5,115,Roger Harden,G,6-1,165.0,22.0,Kentucky,Sr,,0
1986,6,138,Walter Downing,FC,6-9,230.0,,Marquette,Sr,,0
1986,7,161,Mark Coleman,F,6-3,,,Mississippi Valley State,Sr,,0
1985,1,23,A.C. Green,PF,6-9,220.0,21.0,Oregon State,Sr,,16
1985,4,92,Dexter Shouse,G,6-2,200.0,22.0,South Alabama,Sr,,3
1985,5,115,Timo Saarelainen,F,6-6,200.0,24.0,Brigham Young,Sr,,0
1985,6,138,Tony Neal,,,,,Cal State Fullerton,Sr,,0
1985,7,161,Keith Cleplicki,,,,,William & Mary,Sr,,0
1984,1,23,Earl Jones,C,7-0,210.0,23.0,District of Columbia,Sr,,3
1984,3,69,George Singleton,PF,6-8,210.0,22.0,Furman,Sr,,0
1984,4,92,John Revelli,PF,6-8,225.0,,Stanford,Sr,,0
1984,5,115,Lance Berwald,FC,6-10,,,North Dakota State,Sr,,0
1984,6,138,Keith Jones,G,,,,Stanford,Sr,,0
1984,7,161,Richard Haenisch,F,,,,Chaminade,Sr,,0
1983,3,69,Orlando Phillips,PF,6-7,215.0,22.0,Pepperdine,Sr,,0
1983,4,92,Terry Lewis,SG,6-5,190.0,,Mississippi State,Sr,,0
1983,5,115,Danny Dixon,,,,,Alabama A&M,Sr,,0
1983,6,138,Mark Steele,F,,,,Colorado State,Sr,,0
1983,7,161,Ricky Mixon,,,,,Cal State Fullerton,Sr,,0
1982,1,1,James Worthy,SF,6-9,225.0,21.0,North Carolina,Jr *,,12
1982,3,54,Hutch Jones,F,6-8,195.0,22.0,Vanderbilt,Jr,,0
1982,3,67,Mike Hackett,GF,6-6,210.0,22.0,Jacksonville,Sr,,0
1982,4,90,Craig McCormick,FC,6-10,,,Western Kentucky,Sr,,0
1982,5,113,Howard McNeill,,,,,Seton Hall,Sr,,0
1982,6,136,"Lynden Rose, Sr.",G,6-3,175.0,21.0,Houston,Sr,,1
1982,7,159,Maurice Williams,,,,,USC,Sr,,0
1982,8,182,Micah Blunt,PF,6-9,210.0,,Tulane,Sr,,0
1982,9,203,Tim Byrne,,,,,Rutgers,Sr,,0
1981,1,19,Mike McGee,GF,6-5,190.0,21.0,Michigan,Sr,,9
1981,2,39,Harvey Knuckles,SF,6-6,185.0,22.0,Toledo,Sr,,1
1981,2,42,Elvis Rolle,FC,6-10,225.0,23.0,Florida State,Sr,,0
1981,3,51,Zam Fredrick,SG,6-2,180.0,21.0,South Carolina,Sr,,0
1981,3,65,Ron Cornelius,PF,6-8,200.0,,Pacific,Sr,,0
1981,4,88,Kevin McKenna,GF,6-5,195.0,22.0,Creighton,Sr,,7
1981,5,111,Craig Watts,C,6-11,,,NC State,Sr,,0
1981,6,134,Kevin Singleton,,,,,California,Sr,,0
1981,7,157,Larry Petty,,,,,Wisconsin,Sr,,0
1981,8,179,Jay Triano,SG,6-4,194.0,22.0,Simon Fraser,Sr,,1
1980,2,31,Wayne Robinson,PF,6-8,217.0,22.0,Virginia Tech,Sr,,1
1980,2,37,Butch Carter,G,6-5,180.0,21.0,Indiana,Sr,,6
